Page ID,Page name,Disclaimer,Amount spent (USD)
357750373755,National Domestic Workers Alliance,National Domestic Workers Alliance,≤100
15239367801,The Wilderness Society,"WILDERNESS SOCIETY, THE",≤100
109204565830500,"SB Signs, Inc.","SB Signs, Inc",≤100
602714436529710,End Citizens United,END CITIZENS UNITED,≤100
110168638150374,Life Health For Free,These ads ran without a disclaimer,≤100
8047221596,Save the Children US,SAVE THE CHILDREN FEDERATION INC.,≤100
105454117977117,Voices for Consumer Choice,Voices for Consumer Choice,≤100
107153355166646,The Protein PACT,NORTH AMERICAN MEAT INSTITUTE,≤100
1145019702185006,Alliance for Safety and Justice,Alliance for Safety and Justice,≤100
163302087408673,Stop The Donald,Stop the Donald,≤100
109092142462587,Adam Schiff,SCHIFF FOR CONGRESS,≤100
34362997676,United States Holocaust Memorial Museum,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,≤100
12185972707,350.org,350 ORG,≤100
17203056985,Partners In Health,Partners In Health,≤100
38235851310,USA for UNHCR,UNITED STATES ASSOCIATION FOR UNHCR,≤100
127225910653607,PragerU,PragerU,≤100
203805062990264,Ben Shapiro,The Daily Wire,≤100
367292494407,AJC - American Jewish Committee,AMERICAN JEWISH COMMITTEE,≤100
2602473023098666,Democratic Polling Center,Democratic Governors Association,≤100
19575923823,Farm Sanctuary,"Farm Sanctuary, Inc.",≤100
866779926670025,Citizens for Tobacco Rights,Citizens for Tobacco Rights,≤100
15041226930,Oxfam,"OXFAM AMERICA, INC.",≤100
592707041080920,Stand Together,Stand Together Chamber of Commerce Inc.,≤100
129240690441636,The Legal Defense Fund,"N. A. A. C. P. LEGAL DEFENSE AND EDUCATIONAL FUND, INC.",≤100
51379424899,Mercy Ships,MERCY SHIPS INTERNATIONAL,≤100
114167895375664,Cherokee Nation,Cherokee Nation,≤100
153278754738777,Climate Reality,The Climate Reality Project,≤100
17911165812,Covenant House International,Covenant House,≤100
35169196082,Project HOPE,"PROJECT HOPE-THE PEOPLE-TO-PEOPLE HEALTH FOUNDATION, INC.",≤100
114008535880,Foundation for Individual Rights and Expression,FOUNDATION FOR INDIVIDUAL RIGHTS IN EDUCATION,≤100
6355071377,American Cancer Society Cancer Action Network - ACS CAN,AMERICAN CANCER SOCIETY CANCER ACTION NETWORK INC,≤100
30139072158,CARE,CARE,≤100
140357056032320,NEA Today,National Education Association,≤100
7263476274,Mercy Corps,These ads ran without a disclaimer,≤100
102592959026,Ocean Conservancy,"OCEAN CONSERVANCY, INC.",≤100
5720973755,Defenders of Wildlife,DEFENDERS OF WILDLIFE,≤100
50822254585,Mountain States Legal Foundation,Mountain States Legal Foundation,≤100
114710126648118,Republican Dogs,Republican Dogs,≤100
182620315479,Plan International USA,Plan International USA,≤100
22067606728,Allen West,The Association of Mature American Citizens Inc,≤100
115613890351673,Screaming Freedom Apparel,Screaming Freedom Apparel,≤100
160389977329803,ATTN:,ATTN: INC.,≤100
7145381235,American Jewish World Service - AJWS,"AMERICAN JEWISH WORLD SERVICE, INC.",≤100
2353537341582545,Proud Patriots,Proud Patriots,≤100
1958912674200535,The Pour Over,Pour Over,≤100
108547455113940,Our America,Our America,≤100
123499639275,National CASA / GAL Association for Children,NATIONAL CASA ASSOCIATION,≤100
108025821819737,Thorn for Parents,Thorn,≤100
51405613519,Focus on the Family,Focus on the Family,≤100
1593518174052711,Candace Owens,The Daily Wire,≤100
104295601633638,American Cornerstone Institute,American Cornerstone Institute Inc,≤100
72931140459,Center for Biological Diversity,"CENTER FOR BIOLOGICAL DIVERSITY, INC.",≤100
6787988478,Physicians for Human Rights,"PHYSICIANS FOR HUMAN RIGHTS, INC.",≤100
679171239164792,Supermajority,Supermajority,≤100
91346559231,Democratic Legislative Campaign Committee - DLCC,Democratic Legislative Campaign Committee,≤100
945455208962159,For Everyone Collective,For Everyone Collective,≤100
197760674021143,Indivisible Guide,INDIVISIBLE ACTION,≤100
107008774760761,Color Us United,Color Us United,≤100
105561217523274,The Dispatch,"Dispatch Media, Inc.",≤100
104760636770,Vera Institute of Justice,"VERA INSTITUTE OF JUSTICE, INC.",≤100
103875099042033,DailyWire+,The Daily Wire,≤100
6502038524,First Book,FIRST BOOK,≤100
42872222699,Dana Loesch,The Association of Mature American Citizens Inc,≤100
483373685140527,Birthright Israel Foundation,"BIRTHRIGHT ISRAEL FOUNDATION, THE",≤100
405209453580678,Proud Trump Supporters,Proud Right Winger,≤100
24481937944,Theodore Roosevelt Conservation Partnership,"THEODORE ROOSEVELT CONSERVATION PARTNERSHIP, INC",≤100
219242560293,Meals on Wheels America,Meals on Wheels,≤100
222778077862868,Crime Survivors for Safety and Justice,Alliance for Safety and Justice,≤100
25852730092,Care2,"Care2.com, Inc",≤100
106568024842114,Rideshare Assault Support,Select Justice LLC,≤100
100992801635617,Conservative-American.org,Conservative American Strategies,≤100
11791104453,NRDC,Natural Resources Defense Council,≤100
6040534532,One Acre Fund,ONE ACRE FUND,≤100
1632814840319802,John Fetterman,Fetterman for PA,≤100
1435071773455316,Daily Wire,The Daily Wire,≤100
2254455051442790,Flag and Cross,Flag & Cross,≤100
1428755447227803,Defend The Second,Next Level Goods,≤100
58029141741,RMI,RMI with Facebook ad credits,≤100
109846597589278,Patriot's Cave Shop,Patriot's Cave,≤100
108268161352786,Stanley M. Herzog Foundation,Herzog Foundation,≤100
29717379728,International Justice Mission,International Justice Mission,≤100
1470540296409810,Fair Fight Action,FAIR FIGHT,≤100
36872302227,Cory Booker,CORY BOOKER FOR SENATE,≤100
19746387261,Humane Society International,Humane Society International,≤100
542678889114683,The Coca-Cola Company,The Coca-Cola Company,≤100
103355385129734,The Climate Pledge,The Climate Pledge,≤100
107656731666716,Medicare Advisors,Weekly Wealth,≤100
1166660030079480,National Democratic Redistricting Committee,National Democratic Redistricting Committee,≤100
200650357207240,I Love My Freedom,I Love My Freedom,≤100
168876449866088,The Years Project,THE YEARS PROJECT,≤100
21472760578,C-SPAN,C-SPAN,≤100
23875187730,Feeding America,Feeding America,≤100
117437204982602,American Wild Horse Campaign,American Wild Horse Preservation Campaign,≤100
665345483483486,NRA - National Rifle Association of America,NATIONAL RIFLE ASSN OF AMERICA,≤100
286999398309679,Enel Green Power,"Enel North America, Inc.",≤100
1219895884702640,Popcorn for the People,LET'S WORK FOR GOOD,≤100
109320440856128,Together Beat Hate,"Foundation to Combat Anti-Semitism, Inc.",≤100
84645912778,Prosperity Now,PROSPERITY NOW,≤100
81755908577,Kids in Need of Defense (KIND),"KIND, Inc.",≤100
83290028957,Care Net,CARE NET,≤100
471928596287830,Brian Mast,Mast for Congress,≤100
296295018082,AARP en Español,AARP,≤100
48046820798,Veeam Software,These ads ran without a disclaimer,≤100
292649794717694,The Bulwark,Bulwark Media,≤100
107168898379486,Speed & Scale,Speed & Scale,≤100
170169493012341,The Fund for Global Human Rights,FUND FOR GLOBAL HUMAN RIGHTS,≤100
113891694102,Energy Citizens,AMERICAN PETROLEUM INSTITUTE,≤100
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,≤100
30914589895,The International Fellowship of Christians and Jews,INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS INC,≤100
144748475550037,The Home Depot Foundation,These ads ran without a disclaimer,≤100
836826976517252,International Christian Embassy Jerusalem - USA,"International Christian Embassy Jerusalem - USA, Inc.",≤100
1201574069988840,NoFilter with Ana Kasparian,"The Young Turks, Inc.",≤100
158505287559920,Save the Storks,Save the Storks,≤100
580610428636345,Fight for $15,Fight for $15,≤100
102748688472759,Parents Defending Education,Parents Defending Education,≤100
309541989079465,Libertas Institute,LIBERTAS INSTITUTE,≤100
103565195134756,America First Policy Institute,America First Policy Institute,≤100
80060992758,Center for Food Safety,"CENTER FOR FOOD SAFETY, THE",≤100
25372476424,Best Friends Animal Society,BEST FRIENDS ANIMAL SOCIETY,≤100
408250066356,Bill O'Reilly,"Bill Me, Inc.",≤100
300992409852,Hoover Institution,Hoover Institution,≤100
104042452981815,AARP Black Community,AARP,≤100
106315901551850,The U.S. Concealed Carry Association for Saving Lives,U.S. Concealed Carry Association For Saving Lives. Not Authorized By Any Candidate Or Candidate's Committee.,≤100
97624620788,American Friends of Magen David Adom,AMERICAN FRIENDS OF MAGEN DAVID ADOM,≤100
170591064699,Southern Poverty Law Center,"SOUTHERN POVERTY LAW CENTER, INC., THE",≤100
788559044606908,America Forward,NEW PROFIT INC,≤100
227764782729,AMERICAN - STRONG!,American Strong LLC,≤100
118372414848063,UN Women USA,UN Women USA,≤100
56661991371,Woods Hole Oceanographic Institution (WHOI),Woods Hole Oceanographic Institution,≤100
1470540296409810,Fair Fight Action,FAIR FIGHT ACTION INC,≤100
392516956004,The Carter Center,"CARTER CENTER, INC., THE",≤100
21242962092,ClientEarth,CLIENTEARTH USA INC,≤100
7976226799,The Daily Show,Comedy Central,≤100
375742685850856,Firearms Policy Coalition,"FIREARMS POLICY COALITION, INC.",≤100
199826043375900,Larry Hogan,An America United,≤100
109637125764343,Population Connection,Population Connection,≤100
246323280108,American Medical Association,American Medical Association,≤100
15771560300,Earthjustice,EARTHJUSTICE,≤100
23875187730,Feeding America,FEEDING AMERICA,≤100
466001160112439,Greater Barre Democrats,Greater Barre Democrats,≤100
63240625785,National Immigration Forum,NATIONAL IMMIGRATION FORUM,≤100
802271849850801,Freedom for All Americans,Freedom for All Americans,≤100
116115111094914,Mirena® (levonorgestrel-releasing intrauterine system) 52 mg,BAYER HEALTHCARE LLC,≤100
60182072999,Lila Rose,Live Action,≤100
201446296572389,Compassion in World Farming (USA),Compassion in World Farming Inc,≤100
83600052210,Citizens Count,Citizens Count,≤100
16900111951,National Organization for Women (NOW),NATIONAL ORGANIZATION FOR WOMEN,≤100
108512875350,The Atlas Society,The Objectivist Center Ltd,≤100
206238602739505,Taxpayers Protection Alliance,Taxpayers Protection Alliance,≤100
317284821682168,Messianic Jewish Alliance of America (MJAA),Messianic Jewish Alliance of America,≤100
513695272011123,The Genesis Prize,GPF NA LLC,≤100
8524198486,Physicians Committee for Responsible Medicine,"PHYSICIANS COMMITTEE FOR RESPONSIBLE MEDICINE, INC.",≤100
431019887282794,Tomorrow's World Today,Flying Cork,≤100
786167111464006,Woodson Center,The Woodson Center,≤100
104255434986319,Teal Crate,Vougs,≤100
266790296879,Bloomberg,These ads ran without a disclaimer,≤100
106430925394095,The ERC Helpers,18LEADS LLC,≤100
134452023239984,Human Coalition,Human Coalition,≤100
74203588228,New Jersey Hall of Fame,New Jersey Hall of Fame,≤100
260713150211,Protect Our Winters,Protect Our Winters,≤100
1526736227567131,TrueCoverage,True Coverage,≤100
130234313704399,United We Dream,UNITED WE DREAM NETWORK INC,≤100
87377228013,Side with Love,UNITARIAN UNIVERSALIST ASSOCIATION,≤100
110042181919423,Leading With Greatness,Patriotic Uniting For All,≤100
90022052772,Williams,"WILLIAMS COMPANIES, INC., THE",≤100
101391906600,Live Action News,Live Action,≤100
190198574334684,FHE Health,THE FLORIDA HOUSE EXPERIENCE M,≤100
35715544220,Stand.earth,Stand.earth,≤100
745910525468062,National Center on Sexual Exploitation,National Center on Sexual Exploitation,≤100
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Action Fund Inc,≤100
21090771700,Gun Owners of America,Gun Owners of America,≤100
101400032438085,The A-Mark Foundation,A MARK FOUNDATION,≤100
466164103423147,Thorn,Thorn,≤100
6954880804,Green America,GREEN AMERICA,≤100
114765400352270,Kite & Key Media,VMTS EDUCATION INC,≤100
106568024842114,Rideshare Assault Support,Injury Match,≤100
100417168386329,Heal America,Stand Together Chamber of Commerce Inc.,≤100
1470151473238140,Save the Boundary Waters,Northeastern MInnesotans for Wilderness,≤100
240937060405,Center for Science in the Public Interest (CSPI),Center for Science in the Public Interest,≤100
170756446429578,Othering & Belonging Institute,Othering and Belonging Institute,≤100
5435784683,Greenpeace USA,"GREENPEACE, INC.",≤100
159658557547960,Wall Street Journal Opinion,The Wall Street Journal,≤100
40102638699,J Street,J STREET INC,≤100
507070522767934,AACR Foundation,"AMERICAN ASSOCIATION FOR CANCER RESEARCH, INC.",≤100
43287633515,Action for the Climate Emergency,Action for the Climate Emergency,≤100
141786816970,Cruise Lines International Association - CLIA,Cruise Lines International Association,≤100
24470472733,The Trevor Project,The Trevor Project,≤100
70874333603,CatholicVote,catholicvote.org,≤100
69611504313,Simon & Schuster,Simon and Schuster,≤100
6240652407,Young America's Foundation,Young America's Foundation Inc,≤100
57495285387,Michael Bennet,Bennet for Colorado,≤100
93565224474,Mercy For Animals,MERCY FOR ANIMALS,≤100
6316744206,Jon Tester,MONTANANS FOR TESTER,≤100
133845049915,American Highway Users Alliance,American Highway Users Alliance,≤100
156968474833352,Stop Republicans,Stop Republicans,≤100
337038226473839,Trish Regan,"SALEM MEDIA GROUP, INC.",≤100
210357995667559,The National Memo,The National Memo,≤100
104491841664875,Adam Kinzinger,Future First Leadership PAC,≤100
17043549797,MIT Technology Review,"TECHNOLOGY REVIEW, INC.",≤100
219612384781411,Bloomberg Philanthropies,Bloomberg Philanthropies,≤100
107764430968176,Tuttle Twins TV Show,"Tuttle Twins Show, LLC",≤100
579929718814187,Hospital Workers Rising,SEIU HEALTHCARE PENNSYLVANIA,≤100
376776419037747,Turning Point USA,"Turning Point USA, Inc.",≤100
9324910069,NRSC,NRSC,≤100
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100
245711905631405,Jeff Jackson,JEFF JACKSON FOR CONGRESS,≤100
105173311888160,Star and Bar,Star and Bar,≤100
101769576791,Health Action Network,Health Action Network,≤100
1883837055193241,Shield Republic,Shield Republic,≤100
102027764795677,American Wire,BizPac Review,≤100
9538894955,John F. Kennedy Presidential Library and Museum,"John Fitzgerald Kennedy Library Foundation, Inc.",≤100
142957224352,International Medical Corps,International Medical Corps,≤100
1476342155924546,Big Rig Threads,Big Rig T-Shirts and Decals LLC,≤100
1425435377743310,Conversations with Bill Kristol,FOUNDATION FOR CONSTITUTI,≤100
1898234727131235,Reel America,BizPac Review,≤100
983629811723932,Home Title Lock,Home Title Lock,≤100
206202032757114,Nature and Culture International,NATURE AND CULTURE INTERNATIONAL,≤100
101670818343460,Moms for America Action,Moms for America Action Inc.,≤100
164966660351345,Hope Outfitters,Hope Outfitters,≤100
153678684700451,American Investment Council,AMERICAN INVESTMENT COUNCIL,≤100
1399099193667071,WP Creative Group,WP BrandStudio,≤100
280704452367167,Jason Crow,JASON CROW FOR CONGRESS,≤100
7735858972,Humane Society Legislative Fund,Humane Society Legislative Fund,≤100
18079407397,CPAC,AMERICAN CONSERVATIVE UNION,≤100
140499052681592,Bank of the West,BANK OF THE WEST,≤100
100113865706707,ADF Generational Wins Prayer Initiative,ALLIANCE DEFENSE FUND INC,≤100
102142101657930,OurFight.online,Our Fight Inc,≤100
114226275387369,republicEn,republicEn,≤100
349800859019034,The 19th News,The 19th,≤100
100983515068287,"Justice For Greenwood Foundation, Inc.",Justice for Greenwood Foundation Inc,≤100
27478282874,UNITE HERE!,UNITE HERE,≤100
279799525443906,HELPS Nonprofit,HELPS Nonprofit Law Firm,≤100
102064134602267,JHU Smartphone Pain Study,Johns Hopkins Bloomberg School of Public Health,≤100
30618466815,Pacific Legal Foundation,Pacific Legal Foundation,≤100
102413723172970,Nick Adams,Nick Adams,≤100
269479249997,NSSF—The Firearm Industry Trade Association,National Shooting Sports Foundation,≤100
100168566232753,IRS Helper,Leads Team LLC,≤100
250485248333218,Clean Air Task Force,CLEAN AIR TASK FORCE,≤100
113341457791145,Voices for Healthy Green Spaces,Voices for Healthy Green Spaces,≤100
7962229886,Environmental Working Group,ENVIRONMENTAL WORKING GROUP,≤100
110981884065996,Abortion Finder,Power to Decide,≤100
243498882520314,FoodFinder,"FOODFINDER, INC.",≤100
127637620616803,Comcast Newsmakers,Comcast,≤100
265584563563176,JCRC of Greater Washington,The Jewish Community Relations Council of Greater Washington,≤100
27817332304,American Foundation for Suicide Prevention,AMERICAN FOUNDATION FOR SUICIDE PREVENTION,≤100
169687486427698,Jentezen Franklin,FREE CHAPEL WORSHIP CENTER,≤100
407902639235640,JNS.org,Jewish News Syndicate,≤100
104373526741700,Save Our Air Medical Resources,Save Our Air Medical Resources,≤100
102047517918,The Commonwealth Fund,"COMMONWEALTH FUND, THE",≤100
911828698840246,ReLEntless Defender Apparel,ReLEntless Defender Apparel,≤100
100403528653081,Punchbowl News,Punchbowl News,≤100
508887815910815,BPR,BizPac Review,≤100
192738164073627,A Better Balance,A Better Balance,≤100
101573474533442,Chronic Care Policy Alliance,The Chronic Care Policy Alliance,≤100
106582384539447,Design for Freedom by Grace Farms,"GRACE FARMS FOUNDATION, INC.",≤100
999556810102061,Signature Seas,Signature Seas,≤100
324558475104607,United We Dream Action,United We Dream Action,≤100
228754857151053,House Majority PAC,House Majority PAC,≤100
147126507164,ACTwireless,ACTwireless,≤100
131306317680000,Social Goods,"Social Goods, LLC",≤100
109352563640,Water.org,WATER.ORG INC.,≤100
58158120046,ACLJ,American Center for Law and Justice,≤100
7292655492,MoveOn,MOVEON.ORG POLITICAL ACTION,≤100
101224002310757,Seven Weeks Coffee,Seven Weeks Coffee,≤100
278876378889211,Armenian Museum of America,"ARMENIAN MUSEUM OF AMERICA, INC.",≤100
1562713090633117,Operation Underground Railroad,OPERATION UNDERGROUND RAI,≤100
102204903345,The Vilcek Foundation,"VILCEK FOUNDATION, INC., THE",≤100
403737406341879,National Women's Health Network,NATIONAL WOMENS HEALTH NETWORK,≤100
1590877284560136,Patti Harris,Bloomberg Philanthropies,≤100
723394465079640,The Lion,Stanley M. Herzog Charitable Foundation,≤100
124506846628,Agape International Missions,AGAPE INTERNATIONAL MISSIONS,≤100
5633824547,FreedomWorks,"FREEDOMWORKS, INC.",≤100
1382441768496365,Pentair,PENTAIR,≤100
830890360316751,Nick Hanauer,Civic Action,≤100
15503839732,Peter G. Peterson Foundation,Peter G. Peterson Foundation,≤100
40755480179,Students For Liberty,STUDENTS FOR LIBERTY INC,≤100
339432396135584,The Exodus Road,The Exodus Road,≤100
271453369908901,FLAG  - Foundation for Liberty and American Greatness,Tomer Barazani,≤100
80562389320,NARAL Pro-Choice America,NARAL PRO-CHOICE AMERICA CORP,≤100
11111618026,Union of Concerned Scientists,"UNION OF CONCERNED SCIENTISTS, INC.",≤100
103277109172874,The Original Lou's News,Jennifer Ann Robertson,≤100
700806360047982,CFG Action,Club for Growth Action,≤100
300771948461,County Health Rankings & Roadmaps,County Health Rankings & Roadmaps,≤100
657708380952174,Voices of the Civil Rights Movement,Comcast,≤100
1695950424027488,Andy Hallinan,Carry Daily,≤100
170126260000702,Western Journal US News,The Western Journal,≤100
304492001817,Emma's Revolution,Sandra Elaine Opatow,≤100
304600892905134,Hillsdale College Online Courses,HILLSDALE COLLEGE,≤100
112548674770588,Truth and Courage PAC,Truth and Courage PAC,≤100
27461595703,Carbonfund,Carbonfund.org Foundation,≤100
1634651343331439,Project Wren,Landon Scott Brand,≤100
85337666730,Republican Governors Association (RGA),REPUBLICAN GOVERNORS ASSOCIATION,≤100
424443217623488,Clarion Project,"CLARION PROJECT, INC.",≤100
148048225348895,Danielle D'Souza Gill,DDG Media LLC,≤100
154065301986563,GZERO Media,GZERO Media,≤100
59877921429,Lutheran Immigration and Refugee Service,"LUTHERAN IMMIGRATION AND REFUGEE SERVICE, INC.",≤100
1571132936490223,JewBelong,JEWBELONG INC.,≤100
1163396097051646,PILMA,Pharmaceutical Industry Labor Management Association,≤100
161787167204601,National Hydropower Association,"NATIONAL HYDROPOWER ASSOCIATION INC, THE",≤100
343714718985673,Think Wood,Think Wood,≤100
156496968533805,Explore Beyond,NCTA - The Internet & Television Association,≤100
38882699096,Polaris,POLARIS PROJECT,≤100
59783434599,Hasbara Fellowships,HASBARA FELLOWSHIPS,≤100
304842759546695,Brooklyn Institute for Social Research,Brooklyn Institute for Social Research,≤100
101611771729304,Our True God,One True God,≤100
100652402259075,The Intersect,Accelerate Change Inc,≤100
10331123781,Special Olympics,Special Olympics Inc,≤100
25121889784,Texas Public Policy Foundation,Texas Public Policy Foundation,≤100
110316380149,Family Policy Alliance,Family Policy Alliance,≤100
408526523045391,Mammoth Nation,Mammoth Nation,≤100
100758682697459,Mayday Health,"Mayday Medicines, Inc.",≤100
114301413446447,The Climate Initiative,Kennebunkport Climate Initiative,≤100
126893748252841,American Firearms Association,American Firearms Coalition,≤100
102176712079037,Daily Floridian,Daily Floridian,≤100
183165025062107,The TESA Collective,"The Toolbox for Education and Social Action, Inc",≤100
172758932738142,PhRMA,PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,≤100
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Support Fund Inc,≤100
7191206138,ASPCA,ASPCA,≤100
108266445888054,Patriot Academy,TORCH OF FREEDOM FOUNDATION,≤100
7271534916,Foundation Fighting Blindness,These ads ran without a disclaimer,≤100
11006419356,The Voice of the Martyrs - USA,"VOICE OF THE MARTYRS, INC., THE",≤100
1679521432262834,Physicians Grassroots Network,American Medical Association,≤100
101658459277850,Will Lehman for UAW President,William Lehman Iv,≤100
106608038931801,Loyal Patriots,Loyal Patriots,≤100
125769584126996,Yael Eckstein,"INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS, INC.",≤100
93228695778,Tea Party Patriots,Tea Party Patriots,≤100
101607439429638,USA Healthy Tips,USA Healthy Tips,≤100
104319892920,Michigan Republican Party,"the Michigan Republican Party with regulated funds. Not authorized by any candidate or candidate's committee. 520 Seymour Ave, Lansing MI 48933",≤100
101822944998763,The Whistleblower,"Whistleblower Media Group, LLC",≤100
82223469060,ACN - Aid to the Church in Need,"AID TO THE CHURCH IN NEED, INC.",≤100
2361139837508625,Animal Victory,"One Red Lion, Inc DBA Animal Victory",≤100
1667638686847579,The Collective PAC,COLLECTIVE FUTURE,≤100
101069596158938,My Coverage Helpline,These ads ran without a disclaimer,≤100
87777747127,Greg Palast,Palast Investigative Fund,≤100
59543893235,National Constitution Center,National Constitution Center,≤100
72092591211,FBI – Federal Bureau of Investigation,Federal Bureau of Investigation,≤100
142432192446984,David Horowitz Freedom Center,David Horowitz Freedom Center,≤100
290851614930809,Combat AntiSemitism,Combat Hate Foundation,≤100
100692068471118,Explain America,Apse Media LLC,≤100
181924628560212,SumOfUs,SumOfUs,≤100
163965296965203,32BJ SEIU,LOCAL 32 BJ SEIU,≤100
1666922183524165,ReThink Energy NJ,ReThink Energy NJ,≤100
100221986153813,Lou's Daily News,Jennifer Ann Robertson,≤100
702582586516561,CBN Israel,"The Christian Broadcasting Network, Inc.",≤100
113091218713548,Mass Alliance,"MASS ALLIANCE, INC.",≤100
292351509697,Jerusalem Prayer Team,Jerusalem Prayer Team,≤100
1039247939544707,1440 Daily Digest,1440 Media LLC,≤100
56332452163,AMA Patients Action Network,American Medical Association,≤100
262902450432,TeachKind,PEOPLE FOR ETHICAL TREATMENT OF ANIMALS INC,≤100
284293125336159,Regulatory Transparency Project,FEDERALIST SOCIETY FOR LAW & PUBLIC POLICY STUDIES,≤100
103546351703577,Dallas Express,Dallas Express Media,≤100
275008694346269,IndexIQ,IndexIQ,≤100
114581435219881,International March of the Living,INTL MARCH OF LIVING,≤100
145917588805718,Dr Jordan B Peterson,The Daily Wire,≤100
16775672689,Heartland Institute,The Heartland Institute,≤100
129914120385683,Families USA,Families USA,≤100
1376465702586897,Coloradans for Responsible Energy Development,Coloradans for Responsible Energy Development,≤100
129255907131113,NumbersUSA,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,≤100
95483488591,Democratic Party of Wisconsin,DEMOCRATIC PARTY OF WISCONSIN,≤100
187850809456,PSEA - PA State Education Association,PENNSYLVANIA STATE EDUCATION ASSOCIATION,≤100
971668776283950,PolicyEd,HOOVER INSTITUTION,≤100
464998390249008,The Independence Fund,"INDEPENDENCE FUND, INC, THE",≤100
103328515934791,Take Back 2024,The Blue State Conservative,≤100
345378512258813,Elise Stefanik,ELISE FOR CONGRESS,≤100
226999127329906,New York Immigration Lawyer,Law Office of Alena Shautsova,≤100
183484875153093,Kim Monson Show,The Kim Monson Show,≤100
1479899112252729,Ukrainian American House,Ukrainian American House,≤100
36085812354,Rainforest Foundation US,"Rainforest Foundation, Inc.",≤100
29697575576,Paralyzed Veterans of America,PARALYZED VETERANS OF AMERICA,≤100
1050320055029012,Outrider.org,OUTRIDER FOUNDATION INC,≤100
541807025833154,Malala Fund,Malala Fund,≤100
305283975264,Pulmonary Hypertension Association,"PULMONARY HYPERTENSION ASSOCIATION, INC.",≤100
111004586952707,Elevate Prize Foundation,Elevate Prize Foundation Inc,≤100
