Page ID,Page name,Disclaimer,Amount spent (USD)
141169844763069,US Cannabis Council,United States Cannabis Council,≤100
23875187730,Feeding America,FEEDING AMERICA,≤100
945455208962159,For Everyone Collective,For Everyone Collective,≤100
570092813023833,Matt Walsh,The Daily Wire,≤100
385473284886474,Hillsdale College,Hillsdale College,≤100
38235851310,USA for UNHCR,UNITED STATES ASSOCIATION FOR UNHCR,≤100
274975862998213,Profs and Pints,Profs and Pints,≤100
8210266638,93.9 WKYS,Urban1,≤100
7145381235,American Jewish World Service - AJWS,"AMERICAN JEWISH WORLD SERVICE, INC.",≤100
106430925394095,The ERC Helpers,18LEADS LLC,≤100
2602473023098666,Democratic Polling Center,Democratic Governors Association,≤100
216311481960,Bill Gates,Bill Gates,≤100
11791104453,NRDC,Natural Resources Defense Council,≤100
1145019702185006,Alliance for Safety and Justice,Alliance for Safety and Justice,≤100
105791402802932,Democratic Party of Georgia,Democratic Party of Georgia,≤100
51379424899,Mercy Ships,MERCY SHIPS INTERNATIONAL,≤100
18780321251,American Chemistry,American Chemistry Council,≤100
350760398417862,National Education Association of New Mexico,"National Education Association of New Mexico, Inc.",≤100
256668055004360,Modern Luxury,These ads ran without a disclaimer,≤100
109637125764343,Population Connection,Population Connection,≤100
147368882623027,Black Futures Lab,Black Futures Lab,≤100
1958912674200535,The Pour Over,Pour Over,≤100
142432192446984,David Horowitz Freedom Center,David Horowitz Freedom Center,≤100
107153355166646,The Protein PACT,NORTH AMERICAN MEAT INSTITUTE,≤100
40217893542,AIPAC,AIPAC,≤100
878935975829857,Healthcare Supply Chain Association,Healthcare Supply Chain Association,≤100
90022052772,Williams,"WILLIAMS COMPANIES, INC., THE",≤100
17203056985,Partners In Health,Partners In Health,≤100
296295018082,AARP en Español,AARP,≤100
8127889355,Americans for Tax Reform,AMERICANS FOR TAX REFORM,≤100
542678889114683,The Coca-Cola Company,The Coca-Cola Company,≤100
109320440856128,Together Beat Hate,"Foundation to Combat Anti-Semitism, Inc.",≤100
7192716362,Amnesty International USA,"AMNESTY INTERNATIONAL OF THE U. S. A., INC.",≤100
104760636770,Vera Institute of Justice,"VERA INSTITUTE OF JUSTICE, INC.",≤100
483373685140527,Birthright Israel Foundation,"BIRTHRIGHT ISRAEL FOUNDATION, THE",≤100
6204742571,Sierra Club,SIERRA CLUB,≤100
58433611572,Seventh Generation,SEVENTH GENERATION INC,≤100
5861903849,USA for UNFPA,FRIENDS OF UNFPA INC,≤100
495170667357093,Electronic Payments Coalition,ELECTRONIC PAYMENTS COALITION INC,≤100
1844798745753870,PagoJusto: Abogados de Derechos Laborales,Law Office of Justin Zelikovitz PLLC,≤100
123499639275,National CASA / GAL Association for Children,NATIONAL CASA ASSOCIATION,≤100
109352563640,Water.org,WATER.ORG INC.,≤100
163302087408673,Stop The Donald,Stop the Donald,≤100
40102638699,J Street,J STREET INC,≤100
331661123551110,Leadership for Educational Equity,Leadership for Educational Equity,≤100
386305465057247,Liberty Nation,Liberty Nation,≤100
140499052681592,Bank of the West,BANK OF THE WEST,≤100
104042452981815,AARP Black Community,AARP,≤100
19575923823,Farm Sanctuary,"Farm Sanctuary, Inc.",≤100
219242560293,Meals on Wheels America,Meals on Wheels,≤100
1547907108783963,The National Forum for Heart Disease & Stroke Prevention,The National Forum for Heart Disease & Stroke Prevention,≤100
9538894955,John F. Kennedy Presidential Library and Museum,"John Fitzgerald Kennedy Library Foundation, Inc.",≤100
1461100540775171,The Tuttle Twins,LIBERTAS INSTITUTE,≤100
896759427103774,Modern Medicaid Alliance,Modern Medicaid Alliance,≤100
7263476274,Mercy Corps,These ads ran without a disclaimer,≤100
109092142462587,Adam Schiff,SCHIFF FOR CONGRESS,≤100
266790296879,Bloomberg,These ads ran without a disclaimer,≤100
357750373755,National Domestic Workers Alliance,National Domestic Workers Alliance,≤100
144748475550037,The Home Depot Foundation,These ads ran without a disclaimer,≤100
108025821819737,Thorn for Parents,Thorn,≤100
102204903345,The Vilcek Foundation,"VILCEK FOUNDATION, INC., THE",≤100
104224114671958,Energy For Progress,THE AMERICAN PETROLEUM INSTITUTE,≤100
642457449273825,The Grade,The Grade,≤100
160389977329803,ATTN:,ATTN: INC.,≤100
327853590558653,"Agri-Pulse Communications, Inc.","AGRI-PULSE COMMUNICATIONS, INC.",≤100
6040534532,One Acre Fund,ONE ACRE FUND,≤100
103875099042033,DailyWire+,The Daily Wire,≤100
265584563563176,JCRC of Greater Washington,The Jewish Community Relations Council of Greater Washington,≤100
116115111094914,Mirena® (levonorgestrel-releasing intrauterine system) 52 mg,BAYER HEALTHCARE LLC,≤100
19746387261,Humane Society International,Humane Society International,≤100
114008535880,Foundation for Individual Rights and Expression,FOUNDATION FOR INDIVIDUAL RIGHTS IN EDUCATION,≤100
92925746942,Judicial Watch,Judicial Watch,≤100
171920616312372,Capital Area Immigrants' Rights Coalition - CAIR Coalition,CAPITAL AREA IMMIGRANTS RIGHTS COALITION,≤100
367292494407,AJC - American Jewish Committee,AMERICAN JEWISH COMMITTEE,≤100
130945114804,World Jewish Congress,ATTN: INC.,≤100
15239367801,The Wilderness Society,"WILDERNESS SOCIETY, THE",≤100
1667638686847579,The Collective PAC,COLLECTIVE FUTURE,≤100
282404394803,DC Fiscal Policy Institute,DC Fiscal Policy Institute,≤100
107008774760761,Color Us United,Color Us United,≤100
592707041080920,Stand Together,Stand Together Chamber of Commerce Inc.,≤100
142957224352,International Medical Corps,International Medical Corps,≤100
679171239164792,Supermajority,Supermajority,≤100
6787988478,Physicians for Human Rights,"PHYSICIANS FOR HUMAN RIGHTS, INC.",≤100
376776419037747,Turning Point USA,"Turning Point USA, Inc.",≤100
23875187730,Feeding America,Feeding America,≤100
8325302025,Friends of the Earth U.S.,Friends of the Earth,≤100
163965296965203,32BJ SEIU,LOCAL 32 BJ SEIU,≤100
203805062990264,Ben Shapiro,The Daily Wire,≤100
696930446991476,Financialadviser.com,"All Phone Leads, Inc.",≤100
59877921429,Lutheran Immigration and Refugee Service,"LUTHERAN IMMIGRATION AND REFUGEE SERVICE, INC.",≤100
170756446429578,Othering & Belonging Institute,Othering and Belonging Institute,≤100
14084625156,Susan G. Komen,Susan G. Komen,≤100
166618413413767,Jay Sekulow,American Center for Law and Justice,≤100
50822254585,Mountain States Legal Foundation,Mountain States Legal Foundation,≤100
107005161695319,Herschel Walker,"TEAM HERSCHEL, INC.",≤100
49651563727,Live Action,Live Action,≤100
140357056032320,NEA Today,National Education Association,≤100
580610428636345,Fight for $15,Fight for $15,≤100
14233429764,the Jane Goodall Institute,"The Jane Goodall Institute for Wildlife Research, Education and Conservation",≤100
1201574069988840,NoFilter with Ana Kasparian,"The Young Turks, Inc.",≤100
1382441768496365,Pentair,PENTAIR,≤100
108258878290014,Stay Well Community Health Fairs,Stay Well Community Health Fairs,≤100
108761895812039,Montgomery College Television - MCTV,Montgomery College Television,≤100
115613890351673,Screaming Freedom Apparel,Screaming Freedom Apparel,≤100
35169196082,Project HOPE,"PROJECT HOPE-THE PEOPLE-TO-PEOPLE HEALTH FOUNDATION, INC.",≤100
1435071773455316,Daily Wire,The Daily Wire,≤100
431019887282794,Tomorrow's World Today,Flying Cork,≤100
24470472733,The Trevor Project,The Trevor Project,≤100
1593518174052711,Candace Owens,The Daily Wire,≤100
1219895884702640,Popcorn for the People,LET'S WORK FOR GOOD,≤100
105120815642998,Partnership to Address Global Emissions,PARTNERSHIP TO ADDRESS GLOBAL EMISSIONS INC,≤100
534332363577954,Political scrapbook,David Granville Hough,≤100
6165653060,AFSCME,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,≤100
25372476424,Best Friends Animal Society,BEST FRIENDS ANIMAL SOCIETY,≤100
1472549903019349,CCAN Action Fund,"CHESAPEAKE CLIMATE ACTION NETWORK, INC.",≤100
201504029958584,Dream Defenders,Dream Defenders,≤100
6316744206,Jon Tester,MONTANANS FOR TESTER,≤100
5720973755,Defenders of Wildlife,DEFENDERS OF WILDLIFE,≤100
103355385129734,The Climate Pledge,The Climate Pledge,≤100
36872302227,Cory Booker,CORY BOOKER FOR SENATE,≤100
109531791736633,Earth4All,Electica LLC USA,≤100
292649794717694,The Bulwark,Bulwark Media,≤100
104295601633638,American Cornerstone Institute,American Cornerstone Institute Inc,≤100
936968016365794,The Eric Metaxas Radio Show,Salem Media,≤100
655065784538368,PredictIt,"PredictIt - Prediction Markets. A project of Victoria University of Wellington, PredictIt has been established to facilitate research into the way markets forecast events.",≤100
127944113884831,Community Foundation for Greater Atlanta,"The Community Foundation for Greater Atlanta, Inc.",≤100
101400032438085,The A-Mark Foundation,A MARK FOUNDATION,≤100
1470540296409810,Fair Fight Action,FAIR FIGHT,≤100
113091218713548,Mass Alliance,"MASS ALLIANCE, INC.",≤100
6502038524,First Book,FIRST BOOK,≤100
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,≤100
214061167976,El Tiempo Latino,These ads ran without a disclaimer,≤100
25102313915,Port of Long Beach,City of Long Beach,≤100
170591064699,Southern Poverty Law Center,"SOUTHERN POVERTY LAW CENTER, INC., THE",≤100
48046820798,Veeam Software,These ads ran without a disclaimer,≤100
1632814840319802,John Fetterman,Fetterman for PA,≤100
67945990059,The American Petroleum Institute,The American Petroleum Institute,≤100
131306317680000,Social Goods,"Social Goods, LLC",≤100
349800859019034,The 19th News,The 19th,≤100
58029141741,RMI,RMI with Facebook ad credits,≤100
129914120385683,Families USA,Families USA,≤100
154930410085,"Zion Oil and Gas, Inc.","Zion OIl & Gas, Inc.",≤100
15041226930,Oxfam,"OXFAM AMERICA, INC.",≤100
1166660030079480,National Democratic Redistricting Committee,National Democratic Redistricting Committee,≤100
141786816970,Cruise Lines International Association - CLIA,Cruise Lines International Association,≤100
106887465438852,Modern Economy Project,PRISM STRATEGY INC,≤100
104377641671195,Salem Podcast Network,Salem Media,≤100
150464834999897,Maryland Pesticide Education Network - MPEN,MARYLAND PESTICIDE EDUCATION,≤100
12185972707,350.org,350 ORG,≤100
81755908577,Kids in Need of Defense (KIND),"KIND, Inc.",≤100
243498882520314,FoodFinder,"FOODFINDER, INC.",≤100
50982313030,Food & Water Watch,Food & Water Watch,≤100
168876449866088,The Years Project,THE YEARS PROJECT,≤100
19219803864,Tax Foundation,Tax Foundation,≤100
111004586952707,Elevate Prize Foundation,Elevate Prize Foundation Inc,≤100
154065301986563,GZERO Media,GZERO Media,≤100
133845049915,American Highway Users Alliance,American Highway Users Alliance,≤100
102064134602267,JHU Smartphone Pain Study,Johns Hopkins Bloomberg School of Public Health,≤100
121796696176,Pure Earth,"BLACKSMITH INSTITUTE, INC.",≤100
83290028957,Care Net,CARE NET,≤100
43287633515,Action for the Climate Emergency,Action for the Climate Emergency,≤100
91346559231,Democratic Legislative Campaign Committee - DLCC,Democratic Legislative Campaign Committee,≤100
110413484971344,The Frugal Saver,"WISDOM COMPANIES, LLC , THE",≤100
250485248333218,Clean Air Task Force,CLEAN AIR TASK FORCE,≤100
72931140459,Center for Biological Diversity,"CENTER FOR BIOLOGICAL DIVERSITY, INC.",≤100
6355071377,American Cancer Society Cancer Action Network - ACS CAN,AMERICAN CANCER SOCIETY CANCER ACTION NETWORK INC,≤100
153278754738777,Climate Reality,The Climate Reality Project,≤100
102047517918,The Commonwealth Fund,"COMMONWEALTH FUND, THE",≤100
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100
443329669123990,USAFacts,USAFacts Institute,≤100
101658459277850,Will Lehman for UAW President,William Lehman Iv,≤100
285017061510900,The Ants and the Grasshopper,Generation Food,≤100
512225042147387,Mothers Out Front,MOTHERS OUT FRONT INC,≤100
109846597589278,Patriot's Cave Shop,Patriot's Cave,≤100
25852730092,Care2,"Care2.com, Inc",≤100
103530021364583,Carolina Forward,North Carolina Forward,≤100
100992801635617,Conservative-American.org,Conservative American Strategies,≤100
60261764250,Childhelp,"CHILDHELP, INC.",≤100
103916546350474,Stericycle,Stericycle,≤100
40755480179,Students For Liberty,STUDENTS FOR LIBERTY INC,≤100
269479249997,NSSF—The Firearm Industry Trade Association,National Shooting Sports Foundation,≤100
24481937944,Theodore Roosevelt Conservation Partnership,"THEODORE ROOSEVELT CONSERVATION PARTNERSHIP, INC",≤100
89336510798,American Friends of the Hebrew University,American Friends of Hebrew University,≤100
11111618026,Union of Concerned Scientists,"UNION OF CONCERNED SCIENTISTS, INC.",≤100
30914589895,The International Fellowship of Christians and Jews,INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS INC,≤100
300992409852,Hoover Institution,Hoover Institution,≤100
103531607822207,Noticias para Inmigrantes,"Wise Rock Media, PBC",≤100
286999398309679,Enel Green Power,"Enel North America, Inc.",≤100
182723117043,Chicago Council on Global Affairs,CHICAGO COUNCIL ON GLOBAL AFFAI,≤100
21472760578,C-SPAN,C-SPAN,≤100
11602044174,Independent Women's Forum,Independent Women's Forum,≤100
99056648937,NIAC,NIAC Action,≤100
311575728888244,Building Markets,BUILDING MARKETS LTD.,≤100
156496968533805,Explore Beyond,NCTA - The Internet & Television Association,≤100
1470540296409810,Fair Fight Action,FAIR FIGHT ACTION INC,≤100
745910525468062,National Center on Sexual Exploitation,National Center on Sexual Exploitation,≤100
224346480985378,Convergence Magazine,Convergence Magazine,≤100
87377228013,Side with Love,UNITARIAN UNIVERSALIST ASSOCIATION,≤100
657708380952174,Voices of the Civil Rights Movement,Comcast,≤100
53092472345,U.S. Capitol Historical Society,U.S. Capitol Historical Society,≤100
1526736227567131,TrueCoverage,True Coverage,≤100
22067606728,Allen West,The Association of Mature American Citizens Inc,≤100
305283975264,Pulmonary Hypertension Association,"PULMONARY HYPERTENSION ASSOCIATION, INC.",≤100
161787167204601,National Hydropower Association,"NATIONAL HYDROPOWER ASSOCIATION INC, THE",≤100
109123378562348,Georgia Honor,GEORGIA HONOR,≤100
118626774835274,Medicare Made Clear,Medicare Made Clear from United Healthcare,≤100
601249690070354,forestproud,#forestproud | North American Forest Partnership,≤100
1571132936490223,JewBelong,JEWBELONG INC.,≤100
2353537341582545,Proud Patriots,Proud Patriots,≤100
101090559295696,TPUSA Faith,TURNING POINT USA NFP,≤100
7962229886,Environmental Working Group,ENVIRONMENTAL WORKING GROUP,≤100
100758682697459,Mayday Health,"Mayday Medicines, Inc.",≤100
1425435377743310,Conversations with Bill Kristol,FOUNDATION FOR CONSTITUTI,≤100
59543893235,National Constitution Center,National Constitution Center,≤100
100282722850050,Agencia Andale Seguro,Jimenez and Financial Group LLC,≤100
108547455113940,Our America,Our America,≤100
100484735718366,The Coalition for Carolina,Coalition for Carolina,≤100
15771560300,Earthjustice,EARTHJUSTICE,≤100
166194476728392,Center Street,"Hachette Book Group, Inc.",≤100
342887442508723,Convention of States,Convention of States Action,≤100
507070522767934,AACR Foundation,"AMERICAN ASSOCIATION FOR CANCER RESEARCH, INC.",≤100
146428732129327,The Nature Conservancy in Florida,NATURE CONSERVANCY,≤100
1546952572205770,UAE USA United,The Embassy of the United Arab Emirates,≤100
353237777925,Pennsylvania House Dems,Pennsylvania House Democratic Campaign Committee,≤100
343714718985673,Think Wood,Think Wood,≤100
1590877284560136,Patti Harris,Bloomberg Philanthropies,≤100
192609620649,The University of Chicago,The University of Chicago,≤100
100652402259075,The Intersect,Accelerate Change Inc,≤100
7271534916,Foundation Fighting Blindness,These ads ran without a disclaimer,≤100
424443217623488,Clarion Project,"CLARION PROJECT, INC.",≤100
182658925089088,FINCA,These ads ran without a disclaimer,≤100
106893981453425,Future of Cities,FOC FUND MANAGER QOZB LLC,≤100
27478282874,UNITE HERE!,UNITE HERE,≤100
2033829676914762,Ridgway White,CHARLES STEWART MOTT FOUNDATION,≤100
16775672689,Heartland Institute,The Heartland Institute,≤100
30139072158,CARE,CARE,≤100
113469840314962,SojoAction,SOJOURNERS,≤100
304842759546695,Brooklyn Institute for Social Research,Brooklyn Institute for Social Research,≤100
101607439429638,USA Healthy Tips,USA Healthy Tips,≤100
28126338304,Surfrider Foundation,"SURFRIDER FOUNDATION, INC",≤100
101802802449040,The Old Line Project,Old Line Project,≤100
802940926528399,Francisco Paulino,Francisco E Paulino,≤100
37461287798,Jesuit Refugee Service/USA,JESUIT REFUGEE SERVICE INC,≤100
100983515068287,"Justice For Greenwood Foundation, Inc.",Justice for Greenwood Foundation Inc,≤100
85252863415,National Latina Institute for Reproductive Justice,NATIONAL LATINA INSTITUTE FOR REPRODUCTIVE HEALTH,≤100
74783093812,Just Vision,JUST VISION INC,≤100
219612384781411,Bloomberg Philanthropies,Bloomberg Philanthropies,≤100
5878048748,GlobalGiving,"GLOBALGIVING FOUNDATION, INC.",≤100
100168566232753,IRS Helper,Leads Team LLC,≤100
43853729859,Campaigns & Elections,Political World Communications,≤100
10498053716,Media Research Center,MEDIA RESEARCH CENTER,≤100
378084314984,Trane Technologies,Trane Technologies,≤100
372577693078008,"Saenz-Garcia Law, PLLC","Saenz-Garcia Law, PLLC",≤100
51405613519,Focus on the Family,Focus on the Family,≤100
28446275521,Military Officers Association of America (MOAA),Military Officers Association of America,≤100
44409199155,Amazon Conservation Team,AMAZON CONSERVATION TEAM,≤100
16968936858,ANCA,Armenian National Committee of America,≤100
105454117977117,Voices for Consumer Choice,Voices for Consumer Choice,≤100
50498162578,Legal Aid Justice Center,Legal Aid Justice Center,≤100
104933662932387,CreativeFuture,CreativeFuture,≤100
25121889784,Texas Public Policy Foundation,Texas Public Policy Foundation,≤100
1666922183524165,ReThink Energy NJ,ReThink Energy NJ,≤100
786167111464006,Woodson Center,The Woodson Center,≤100
59254639983,Boston Medical Center,BOSTON MEDICAL CENTER,≤100
1338822066131069,Women's March,Women's March,≤100
114581435219881,International March of the Living,INTL MARCH OF LIVING,≤100
836826976517252,International Christian Embassy Jerusalem - USA,"International Christian Embassy Jerusalem - USA, Inc.",≤100
206202032757114,Nature and Culture International,NATURE AND CULTURE INTERNATIONAL,≤100
1039247939544707,1440 Daily Digest,1440 Media LLC,≤100
104861071996581,NextGen PAC,NEXTGEN CLIMATE ACTION COMMITTEE,≤100
102176712079037,Daily Floridian,Daily Floridian,≤100
170169493012341,The Fund for Global Human Rights,FUND FOR GLOBAL HUMAN RIGHTS,≤100
517185715005608,Milbank LLP,Milbank LLP,≤100
27817332304,American Foundation for Suicide Prevention,AMERICAN FOUNDATION FOR SUICIDE PREVENTION,≤100
29697575576,Paralyzed Veterans of America,PARALYZED VETERANS OF AMERICA,≤100
181924628560212,SumOfUs,SumOfUs,≤100
104396194587918,C3 Solutions,Conservative Coalition for Climate Solutions,≤100
130130503698358,Eastern European Mission,EASTERN EUROPEAN MISSION,≤100
103592378623592,Truth Over Tribe,Truth Over Tribe,≤100
59783434599,Hasbara Fellowships,HASBARA FELLOWSHIPS,≤100
499379343409991,Impact Fund,"IMPACT FUND, THE",≤100
102748688472759,Parents Defending Education,Parents Defending Education,≤100
187741797907314,The American Society of Anesthesiologists (ASA),"AMERICAN SOCIETY OF ANESTHESIOLOGISTS, INC., THE",≤100
304600892905134,Hillsdale College Online Courses,HILLSDALE COLLEGE,≤100
104491841664875,Adam Kinzinger,Future First Leadership PAC,≤100
10331123781,Special Olympics,Special Olympics Inc,≤100
403737406341879,National Women's Health Network,NATIONAL WOMENS HEALTH NETWORK,≤100
206842149343702,The Alliance for Middle East Peace (ALLMEP),Nicholas Ernesto Acosta,≤100
204626306331350,Up to Us,NET IMPACT,≤100
37442103053,ACLU of New Jersey,AMERICAN CIVIL LIBERTIES UNION OF NJ,≤100
331037760381749,Sierra Magazine,SIERRA CLUB,≤100
113891694102,Energy Citizens,AMERICAN PETROLEUM INSTITUTE,≤100
108028728590880,CTLPod,POPULATION MEDIA CENTER INC,≤100
100517736205311,MTM,MIKE TER MAAT FOR PRESIDENT,≤100
513695272011123,The Genesis Prize,GPF NA LLC,≤100
291141624664794,Bright Body,Bright Body,≤100
172196636150714,"William F. Buckley, Jr. Program at Yale","William F. Buckley, Jr. Program",≤100
92021268117,Working America,Working America,≤100
93228695778,Tea Party Patriots,Tea Party Patriots,≤100
236829849700741,Al-Monitor,AL-MONITOR,≤100
7976226799,The Daily Show,Comedy Central,≤100
269348454714,IMB,"INTERNATIONAL MISSION BOARD OF THE SOUTHERN BAPTIST CONVENTION, THE",≤100
101716172441500,Brennan Center en Español,"WILLIAM J. BRENNAN CENTER FOR JUSTICE, INC.",≤100
408250066356,Bill O'Reilly,"Bill Me, Inc.",≤100
186977768011413,Ironworkers Rising,"International Association of Bridge, Structural, Ornamental, and Reinforcing Iron Workers",≤100
46396911959,Bethany Christian Services,BETHANY CHRISTIAN SERVICE,≤100
117437204982602,American Wild Horse Campaign,American Wild Horse Preservation Campaign,≤100
128334087241432,Todd Starnes,Starnes Media Group LLC,≤100
95483488591,Democratic Party of Wisconsin,DEMOCRATIC PARTY OF WISCONSIN,≤100
64974200999,America-Israel Friendship League,AMERICA-ISRAEL FRIENDSHIP LEAGUE,≤100
